iter	MultiClass
174	0.9505229723
175	0.9493269822
176	0.9484875014
177	0.9475088453
178	0.9467308511
179	0.9451654886
180	0.9441668711
181	0.943206797
182	0.9426597041
183	0.941672818
184	0.9408922446
185	0.9397686679
186	0.939254025
187	0.9384194086
188	0.937250142
189	0.9367502444
190	0.935990835
191	0.9355551486
192	0.9345828979
193	0.9335571427
194	0.932736616
195	0.9316399308
196	0.9308564651
197	0.9298816784
198	0.9290789486
199	0.9278300073
200	0.9271540464
201	0.9265055902
202	0.9255989901
203	0.9243971916
204	0.9238852278
205	0.9229441042
206	0.922428265
207	0.9213859826
208	0.9205062532
209	0.9192528577
210	0.9187519756
211	0.9183205422
212	0.917612528
213	0.9167231998
214	0.9157929664
215	0.9151539032
216	0.9145412978
217	0.9136496831
218	0.9127012227
219	0.9117479852
220	0.9110965648
221	0.9105907394
222	0.910287395
223	0.9094094103
224	0.9086598641
225	0.9084297988
226	0.9079341801
227	0.9069862847
228	0.9057968063
229	0.9049465752
230	0.9044126071
231	0.9039451621
232	0.9032366526
233	0.9021328411
234	0.901398267
235	0.9008049811
236	0.900518902
237	0.8993573774
238	0.8986265926
239	0.8979175216
240	0.8967528199
241	0.896347914
242	0.8957884493
243	0.8951102904
244	0.8943575017
245	0.8937480122
246	0.893202093
247	0.8923821352
248	0.8917955237
249	0.8912166734
250	0.8910021821
251	0.8903910742
252	0.8897475078
253	0.8887421642
254	0.8875290798
255	0.8866795361
256	0.886125092
257	0.8854113472
258	0.8843219573
259	0.8835427186
260	0.8829508323
261	0.8825289894
262	0.8817567186
263	0.8808949311
264	0.8799425729
265	0.8790213577
266	0.8782918757
267	0.8779457423
268	0.8771479022
269	0.8762813587
270	0.8752655192
271	0.8746635431
272	0.8741076457
273	0.873069335
274	0.8723270319
275	0.8715952797
276	0.8711455726
277	0.8705583021
278	0.8697370856
279	0.8688380027
280	0.8684694904
281	0.8675995732
282	0.8673108461
283	0.8668130634
284	0.8662329198
285	0.8656646132
286	0.8648135351
287	0.8635760741
288	0.8630408436
289	0.8618262432
290	0.8612468188
291	0.8605835811
292	0.859231877
293	0.8584549797
294	0.8580316672
295	0.8569575878
296	0.8563845265
297	0.8558314586
298	0.8553897472
299	0.854614945
300	0.8538359626
301	0.8533823922
302	0.8529733489
303	0.852092047
304	0.8515513275
305	0.8508140658
306	0.8501853944
307	0.8497978395
308	0.8494274874
309	0.8488836938
310	0.8482193302
311	0.8476022038
312	0.8471895684
313	0.8469936132
314	0.8464495003
315	0.8459058584
316	0.8454841081
317	0.8445661483
318	0.8439395514
319	0.8428664172
320	0.8421091213
321	0.841227868
322	0.8405133091
323	0.839953607
324	0.8397004449
325	0.8389261207
326	0.8377519458
327	0.8370222792
328	0.8362347602
329	0.8353304628
330	0.8345854259
331	0.8341546786
332	0.8337056044
333	0.8332804752
334	0.8326754899
335	0.8320823131
336	0.8315502512
337	0.8308313122
338	0.8304739155
339	0.8293421332
340	0.8285932694
341	0.8281477911
342	0.8273572546
343	0.827043529
344	0.8261772627
345	0.8258310129
346	0.824920176
347	0.8243659112
348	0.8239836311
349	0.8231682556
350	0.8229087728
351	0.8223243259
352	0.8214954537
353	0.8207104186
354	0.8201939582
355	0.8196309267
356	0.8188776741
357	0.8183598858
358	0.8176839453
359	0.8168146417
360	0.816238233
361	0.8156286861
362	0.8151757454
363	0.8143765001
364	0.8136660343
365	0.8133571125
366	0.8128210519
367	0.8125112367
368	0.811406702
369	0.8108782968
370	0.8103913279
371	0.8099168838
372	0.8095955908
373	0.8088018533
374	0.8079702678
375	0.8075690773
376	0.807200698
377	0.8068143346
378	0.8058435994
379	0.8055010138
380	0.805056444
381	0.8046006093
382	0.8039665131
383	0.8037887539
384	0.8032396777
385	0.8027484218
386	0.8016767864
387	0.8008474486
388	0.8004287471
389	0.7997136005
390	0.7993270657
391	0.7982284506
392	0.7975196027
393	0.7972606962
394	0.7965556212
395	0.7960066842
396	0.7953234404
397	0.7948193641
398	0.7941083478
399	0.7934056584
400	0.7929294426
401	0.7925573602
402	0.7914064331
403	0.7910696949
404	0.7900951207
405	0.7896955786
406	0.7892373356
407	0.7890469846
408	0.788527271
409	0.7880343134
410	0.7874926041
411	0.7868421182
412	0.7863673799
413	0.7854643058
414	0.7848843216
415	0.7842796554
416	0.7840234065
417	0.7836196058
418	0.7825611369
419	0.782006389
420	0.7812046649
421	0.7804685154
422	0.7800494515
423	0.7790875543
424	0.7787146988
425	0.7781316647
426	0.777477172
427	0.7764350125
428	0.7759631891
429	0.7752225978
430	0.7747229098
431	0.7745303894
432	0.7739864756
433	0.7735998395
434	0.7730278171
435	0.7721720821
436	0.7715141473
437	0.7708178274
438	0.7699256935
439	0.7687695186
440	0.7684460813
441	0.7680135871
442	0.7675429259
443	0.7671212398
444	0.766328578
445	0.7660888531
446	0.7658760505
447	0.7651296589
448	0.764397374
449	0.763979529
450	0.7632241342
451	0.7627854924
452	0.7618386535
453	0.7614129772
454	0.7603812914
455	0.759777207
456	0.7592955212
457	0.7591071132
458	0.7584151942
459	0.7573499684
460	0.7570751996
461	0.7567259436
462	0.7561288818
463	0.7554601211
464	0.7548565155
465	0.7543538474
466	0.7538823189
467	0.7528064429
468	0.7521101361
469	0.751618591
470	0.7510219358
471	0.7507557362
472	0.7502524704
473	0.7498461901
474	0.7493693598
475	0.7489386298
476	0.7479433151
477	0.7470687801
478	0.7463733252
479	0.745850499
480	0.7454772052
481	0.7448626202
482	0.744147185
483	0.743824128
484	0.7433143831
485	0.7422636693
486	0.7415676703
487	0.7409178975
488	0.7404566621
489	0.7398274083
490	0.739458881
491	0.7388328343
492	0.7380880469
493	0.7375259805
494	0.7370782265
495	0.7364356358
496	0.735912092
497	0.7355104058
498	0.7346909154
499	0.7341828198
500	0.733874607
501	0.7333572904
502	0.732892822
503	0.7325350249
504	0.7319687248
505	0.7314020609
506	0.7305261474
507	0.7302027579
508	0.7299824117
509	0.7296247413
510	0.7291724444
511	0.7285064837
512	0.7280251543
513	0.7274177728
514	0.7269340321
515	0.7263352642
516	0.7258808356
517	0.7253181933
518	0.7249243103
519	0.7245904936
520	0.7238194332
521	0.7233826363
522	0.7228920582
523	0.7222573056
524	0.7220054532
525	0.7217287382
526	0.7213668017
527	0.7208407586
528	0.7201875354
529	0.7198488243
530	0.7194394853
531	0.719136708
532	0.7185257103
533	0.7180506581
534	0.7177099644
535	0.7170311737
536	0.716641435
537	0.7160260103
538	0.7152702886
539	0.7147364276
540	0.714268661
541	0.7135093318
542	0.7129286832
543	0.7122990409
544	0.7117185134
545	0.7114043942
546	0.7109345228
547	0.7105678599
548	0.7100392724
549	0.7096535846
550	0.7090326983
551	0.7084265054
552	0.708054051
553	0.7076594819
554	0.7071124862
555	0.7066757644
556	0.7062118878
557	0.7058100072
558	0.7053850694
559	0.7049054862
560	0.7044528535
561	0.7038819019
562	0.7035372786
563	0.703143255
564	0.7027839869
565	0.7024920403
566	0.7018808946
567	0.7012874947
568	0.7007412638
569	0.700049423
570	0.6995962671
571	0.6991119235
572	0.6985145372
573	0.6978910544
574	0.6971904117
575	0.6968497472
576	0.6966733757
577	0.6963303332
578	0.6960082427
579	0.6958898001
580	0.6957523282
581	0.6955189635
582	0.694953289
583	0.6942698764
584	0.6936878395
585	0.692876788
586	0.6926383722
587	0.6919656295
588	0.6914377738
589	0.6907583248
590	0.6903088742
591	0.6895947284
592	0.689260108
593	0.6887505971
594	0.6884061843
595	0.6878476622
596	0.6873122187
597	0.6869931275
598	0.6865089582
599	0.6860999512
600	0.6856665903
601	0.6851067534
602	0.6843564551
603	0.6840324611
604	0.6837954607
605	0.6834214801
606	0.6827485419
607	0.6824981566
608	0.681945773
609	0.6811789605
610	0.6804019714
611	0.6797307819
612	0.6792301868
613	0.678530584
614	0.6779456103
615	0.6774447808
616	0.6770347766
617	0.6766289515
618	0.6762883461
619	0.675777295
620	0.6752180084
621	0.6749981826
622	0.6745349446
623	0.6740776891
624	0.6737423241
625	0.6732818377
626	0.6727385533
627	0.6721773629
628	0.6717226192
629	0.6712971289
630	0.670849151
631	0.6707597205
632	0.6700489696
633	0.669561344
634	0.6689794283
635	0.6685637046
636	0.6681316177
637	0.6678010253
638	0.6674264256
639	0.6668462304
640	0.6660643463
641	0.6655077645
642	0.6651154705
643	0.6646811528
644	0.6639273497
645	0.6636622581
646	0.6629131951
647	0.6626415016
648	0.66222587
649	0.6616110452
650	0.6610157556
651	0.6607066285
652	0.6603986827
653	0.6593669596
654	0.6590150555
655	0.6587018174
656	0.658183868
657	0.6578834073
658	0.6569429875
659	0.6563489772
660	0.6559840324
661	0.655545287
662	0.6549156561
663	0.6545675327
664	0.6539668212
665	0.653128533
666	0.6530205437
667	0.6524087656
668	0.6517256034
669	0.6510174562
670	0.6506603474
671	0.6501469126
672	0.6494320856
673	0.6490241276
674	0.6486179682
675	0.6480965749
676	0.6477034587
677	0.6472546745
678	0.6467931649
679	0.6462647997
680	0.6456113293
681	0.6447370004
682	0.6441722669
683	0.6437049631
684	0.6431891305
685	0.6428343334
686	0.6423943302
687	0.6419693114
688	0.6416489159
689	0.6410661717
690	0.6406857589
691	0.6399697154
692	0.6395554776
693	0.6390671512
694	0.6384132802
695	0.6377226953
696	0.6375263193
697	0.6373149595
698	0.6366546463
699	0.63622763
700	0.6358149776
701	0.6354682419
702	0.6348999684
703	0.634495645
704	0.6340740296
705	0.6338303315
706	0.6334318065
707	0.6330431872
708	0.6324289487
709	0.6320061589
710	0.6312944052
711	0.6305774415
712	0.6299331003
713	0.6294043214
714	0.6289873154
715	0.6286030764
716	0.628186315
717	0.6274847527
718	0.6271230097
719	0.6268395212
720	0.626344626
721	0.6257567726
722	0.6249735937
723	0.6243878868
724	0.6237427791
725	0.6229525643
726	0.6222685282
727	0.6218336558
728	0.6214870257
729	0.6213873705
730	0.6209061711
731	0.6205747616
732	0.6202572785
733	0.6196831306
734	0.6194127569
735	0.6189190971
736	0.6185093491
737	0.6181061387
738	0.6176021727
739	0.6169256258
740	0.6164765381
741	0.616330463
742	0.6156712539
743	0.6148625105
744	0.6143508344
745	0.6142051246
746	0.6138544804
747	0.6134407763
748	0.6130704473
749	0.6127372258
750	0.6123901255
751	0.6121392788
752	0.6115932451
753	0.6110074269
754	0.6106203931
755	0.6102797279
756	0.609477563
757	0.6089329556
758	0.60861273
759	0.6085291707
760	0.6082243475
761	0.6076478669
762	0.6074368178
763	0.6068800759
764	0.6065419195
765	0.6063112696
766	0.605805019
767	0.6053787252
768	0.6050652866
769	0.6048887782
770	0.6043876277
771	0.6038912024
772	0.603298547
773	0.6028592118
774	0.602344271
775	0.6019733497
776	0.6014730484
777	0.6012249987
778	0.6005970976
779	0.600183409
780	0.5995283064
781	0.5991282459
782	0.5985163553
783	0.5980622032
784	0.5976922998
785	0.5972138665
786	0.5968401443
787	0.5962460584
788	0.5960550463
789	0.5955495249
790	0.5950812273
791	0.5946967898
792	0.5944485865
793	0.5942701891
794	0.5938754648
795	0.5934813616
796	0.5930973626
797	0.5927185096
798	0.5923341315
799	0.5920928197
800	0.591883072
801	0.5915397321
802	0.5909214967
803	0.5905572029
804	0.590319822
805	0.5900586809
806	0.5893351918
807	0.5890731464
808	0.5887438081
809	0.5883128441
810	0.5876995729
811	0.5872191226
812	0.5866701807
813	0.5861081331
814	0.5857567837
815	0.5853116925
816	0.5851594988
817	0.5845446076
818	0.5837854846
819	0.5834080533
820	0.5828704075
821	0.5825620289
822	0.5821260155
823	0.5815093227
824	0.5808648755
825	0.580464368
826	0.5801192773
827	0.5797776607
828	0.5793401004
829	0.5790742349
830	0.5783054795
831	0.5775042616
832	0.5772278514
833	0.5770229772
834	0.5767758439
835	0.5762209906
836	0.5760137643
837	0.5756051937
838	0.5752938671
839	0.5747456421
840	0.5745173236
841	0.5738996598
842	0.57377608
843	0.5733688794
844	0.5729696179
845	0.5726748004
846	0.5723478292
847	0.5717995428
848	0.5715144735
849	0.5714098485
850	0.5711237457
851	0.5709662696
852	0.5707281361
853	0.570484982
854	0.5701212052
855	0.5698131985
856	0.569459912
857	0.5691021593
858	0.568740099
859	0.5686311666
860	0.5681621997
861	0.5680279246
862	0.5675444353
863	0.5674356087
864	0.5667294252
865	0.5664058864
866	0.5661997458
867	0.5658196783
868	0.5653326851
869	0.5647575601
870	0.5641345243
871	0.5638322512
872	0.563537789
873	0.5631308104
874	0.5627409185
875	0.562690941
876	0.5625237008
877	0.5621577968
878	0.5619043148
879	0.5614581168
880	0.5611241168
881	0.560646232
882	0.5603688616
883	0.5601683644
884	0.5596931549
885	0.5594281362
886	0.5590264371
887	0.5585333813
888	0.558257229
889	0.5580164275
890	0.5575399612
891	0.5574202209
892	0.5570981161
893	0.556643628
894	0.5562346768
895	0.5556763893
896	0.5552962439
897	0.5549457996
898	0.5547032897
899	0.5544668051
900	0.5539212
901	0.5534212608
902	0.5530704352
903	0.5528525649
904	0.5524411013
905	0.5521131315
906	0.5519466556
907	0.5516133028
908	0.5513377413
909	0.5510728336
910	0.5506173406
911	0.5503631191
912	0.5501829762
913	0.5497400811
914	0.5493975883
915	0.5489966025
916	0.5486701206
917	0.5481869454
918	0.5476804747
919	0.5473882435
920	0.5470996678
921	0.5466453683
922	0.546317125
923	0.545978175
924	0.5455461863
925	0.5451608067
926	0.5448506644
927	0.5444446459
928	0.5441547969
929	0.5437490464
930	0.5434357819
931	0.5430134626
932	0.5424750882
933	0.5421717502
934	0.541809799
935	0.5412709528
936	0.5407454323
937	0.5403293676
938	0.5400274068
939	0.539563158
940	0.5392402958
941	0.5389684025
942	0.53865224
943	0.5380771434
944	0.5376022854
945	0.5371197436
946	0.5370111707
947	0.5363757137
948	0.5361541806
949	0.5354671293
950	0.5352239272
951	0.5348121543
952	0.5346324398
953	0.5342599149
954	0.5338251568
955	0.5334976375
956	0.5331813194
957	0.5328253221
958	0.5320803634
959	0.531740965
960	0.5313220084
961	0.5310306505
962	0.5306739639
963	0.5302055028
964	0.5299305154
965	0.5294885722
966	0.5292811431
967	0.5286649393
968	0.5282153298
969	0.5280076456
970	0.5275665932
971	0.5271822221
972	0.5269004407
973	0.5264176803
974	0.5259701041
975	0.5255444542
976	0.5253982327
977	0.5251030318
978	0.525031056
979	0.5246309206
980	0.5241956574
981	0.5239063258
982	0.5234291623
983	0.5228541763
984	0.5223418378
985	0.5219865409
986	0.5215350191
987	0.5212264639
988	0.5210782543
989	0.5208267795
990	0.5203988876
991	0.519969033
992	0.519735868
993	0.5194540067
994	0.5191921854
995	0.5189791163
996	0.5187236318
997	0.5184950416
998	0.5180944254
999	0.517851163
